p,q,K,KB,t,r_ens
2,3,0.300,0.310,10676,-0.786656
2,3,0.300,0.310,10677,-0.788651
2,3,0.300,0.310,10678,-0.775836
2,3,0.300,0.310,10679,-0.773121
2,3,0.300,0.310,10680,-0.776683
2,3,0.300,0.310,10681,-0.769132
2,3,0.300,0.310,10682,-0.766776
2,3,0.300,0.310,10683,-0.768828
2,3,0.300,0.310,10684,-0.767060
2,3,0.300,0.310,10685,-0.769283
2,3,0.300,0.310,10686,-0.768938
2,3,0.300,0.310,10687,-0.770309
2,3,0.300,0.310,10688,-0.779723
2,3,0.300,0.310,10689,-0.778765
2,3,0.300,0.310,10690,-0.779147
2,3,0.300,0.310,10691,-0.793994
2,3,0.300,0.310,10692,-0.796930
2,3,0.300,0.310,10693,-0.794622
2,3,0.300,0.310,10694,-0.808185
2,3,0.300,0.310,10695,-0.816240
2,3,0.300,0.310,10696,-0.815541
2,3,0.300,0.310,10697,-0.823158
2,3,0.300,0.310,10698,-0.830461
2,3,0.300,0.310,10699,-0.835296
2,3,0.300,0.310,10700,-0.840177
2,3,0.300,0.310,10701,-0.840755
2,3,0.300,0.310,10702,-0.847221
2,3,0.300,0.310,10703,-0.854691
2,3,0.300,0.310,10704,-0.850064
2,3,0.300,0.310,10705,-0.852104
2,3,0.300,0.310,10706,-0.861386
2,3,0.300,0.310,10707,-0.856843
2,3,0.300,0.310,10708,-0.853909
2,3,0.300,0.310,10709,-0.860246
2,3,0.300,0.310,10710,-0.858002
2,3,0.300,0.310,10711,-0.853960
2,3,0.300,0.310,10712,-0.854372
2,3,0.300,0.310,10713,-0.851631
2,3,0.300,0.310,10714,-0.850601
2,3,0.300,0.310,10715,-0.847247
2,3,0.300,0.310,10716,-0.839824
2,3,0.300,0.310,10717,-0.841665
2,3,0.300,0.310,10718,-0.839818
2,3,0.300,0.310,10719,-0.827963
2,3,0.300,0.310,10720,-0.829012
2,3,0.300,0.310,10721,-0.831344
2,3,0.300,0.310,10722,-0.820396
2,3,0.300,0.310,10723,-0.818968
2,3,0.300,0.310,10724,-0.823142
2,3,0.300,0.310,10725,-0.817996
2,3,0.300,0.310,10726,-0.817049
2,3,0.300,0.310,10727,-0.819752
2,3,0.300,0.310,10728,-0.820502
2,3,0.300,0.310,10729,-0.823961
2,3,0.300,0.310,10730,-0.824168
2,3,0.300,0.310,10731,-0.827668
2,3,0.300,0.310,10732,-0.837526
2,3,0.300,0.310,10733,-0.836597
2,3,0.300,0.310,10734,-0.838297
2,3,0.300,0.310,10735,-0.852434
2,3,0.300,0.310,10736,-0.854608
2,3,0.300,0.310,10737,-0.852442
2,3,0.300,0.310,10738,-0.863955
2,3,0.300,0.310,10739,-0.870453
2,3,0.300,0.310,10740,-0.869311
2,3,0.300,0.310,10741,-0.874230
2,3,0.300,0.310,10742,-0.879216
2,3,0.300,0.310,10743,-0.882957
2,3,0.300,0.310,10744,-0.885546
2,3,0.300,0.310,10745,-0.884433
2,3,0.300,0.310,10746,-0.889411
2,3,0.300,0.310,10747,-0.894487
2,3,0.300,0.310,10748,-0.889088
2,3,0.300,0.310,10749,-0.890491
2,3,0.300,0.310,10750,-0.897798
2,3,0.300,0.310,10751,-0.892884
2,3,0.300,0.310,10752,-0.889657
2,3,0.300,0.310,10753,-0.894797
2,3,0.300,0.310,10754,-0.893011
2,3,0.300,0.310,10755,-0.889022
2,3,0.300,0.310,10756,-0.888527
2,3,0.300,0.310,10757,-0.886865
2,3,0.300,0.310,10758,-0.886624
2,3,0.300,0.310,10759,-0.882860
2,3,0.300,0.310,10760,-0.876938
2,3,0.300,0.310,10761,-0.880037
2,3,0.300,0.310,10762,-0.878415
2,3,0.300,0.310,10763,-0.868502
2,3,0.300,0.310,10764,-0.871046
2,3,0.300,0.310,10765,-0.874049
2,3,0.300,0.310,10766,-0.865420
2,3,0.300,0.310,10767,-0.865475
2,3,0.300,0.310,10768,-0.870377
2,3,0.300,0.310,10769,-0.867540
2,3,0.300,0.310,10770,-0.867688
2,3,0.300,0.310,10771,-0.870953
2,3,0.300,0.310,10772,-0.873466
2,3,0.300,0.310,10773,-0.876948
2,3,0.300,0.310,10774,-0.877060
2,3,0.300,0.310,10775,-0.881501
2,3,0.300,0.310,10776,-0.890167
2,3,0.300,0.310,10777,-0.888258
2,3,0.300,0.310,10778,-0.889624
2,3,0.300,0.310,10779,-0.901387
2,3,0.300,0.310,10780,-0.902249
2,3,0.300,0.310,10781,-0.899275
2,3,0.300,0.310,10782,-0.907572
2,3,0.300,0.310,10783,-0.912239
2,3,0.300,0.310,10784,-0.910485
2,3,0.300,0.310,10785,-0.912882
2,3,0.300,0.310,10786,-0.916198
2,3,0.300,0.310,10787,-0.918931
2,3,0.300,0.310,10788,-0.919522
2,3,0.300,0.310,10789,-0.917745
2,3,0.300,0.310,10790,-0.922182
2,3,0.300,0.310,10791,-0.925465
2,3,0.300,0.310,10792,-0.919808
2,3,0.300,0.310,10793,-0.921203
2,3,0.300,0.310,10794,-0.927451
2,3,0.300,0.310,10795,-0.922843
2,3,0.300,0.310,10796,-0.919720
2,3,0.300,0.310,10797,-0.924254
2,3,0.300,0.310,10798,-0.923497
2,3,0.300,0.310,10799,-0.920041
2,3,0.300,0.310,10800,-0.919264
2,3,0.300,0.310,10801,-0.919207
2,3,0.300,0.310,10802,-0.919979
2,3,0.300,0.310,10803,-0.916308
2,3,0.300,0.310,10804,-0.912446
2,3,0.300,0.310,10805,-0.916905
2,3,0.300,0.310,10806,-0.915731
2,3,0.300,0.310,10807,-0.908136
2,3,0.300,0.310,10808,-0.912057
2,3,0.300,0.310,10809,-0.915505
2,3,0.300,0.310,10810,-0.909053
2,3,0.300,0.310,10811,-0.910171
2,3,0.300,0.310,10812,-0.915283
2,3,0.300,0.310,10813,-0.913767
2,3,0.300,0.310,10814,-0.913868
2,3,0.300,0.310,10815,-0.916901
2,3,0.300,0.310,10816,-0.919916
2,3,0.300,0.310,10817,-0.921967
2,3,0.300,0.310,10818,-0.920919
2,3,0.300,0.310,10819,-0.924900
2,3,0.300,0.310,10820,-0.931410
2,3,0.300,0.310,10821,-0.928207
2,3,0.300,0.310,10822,-0.928365
2,3,0.300,0.310,10823,-0.937207
2,3,0.300,0.310,10824,-0.936938
2,3,0.300,0.310,10825,-0.933341
2,3,0.300,0.310,10826,-0.939002
2,3,0.300,0.310,10827,-0.942431
2,3,0.300,0.310,10828,-0.940127
2,3,0.300,0.310,10829,-0.940755
2,3,0.300,0.310,10830,-0.943571
2,3,0.300,0.310,10831,-0.945793
2,3,0.300,0.310,10832,-0.944778
2,3,0.300,0.310,10833,-0.943032
2,3,0.300,0.310,10834,-0.947534
2,3,0.300,0.310,10835,-0.949640
2,3,0.300,0.310,10836,-0.944271
2,3,0.300,0.310,10837,-0.945988
2,3,0.300,0.310,10838,-0.951598
2,3,0.300,0.310,10839,-0.947745
2,3,0.300,0.310,10840,-0.945142
2,3,0.300,0.310,10841,-0.949436
2,3,0.300,0.310,10842,-0.949920
2,3,0.300,0.310,10843,-0.947189
2,3,0.300,0.310,10844,-0.946516
2,3,0.300,0.310,10845,-0.948213
2,3,0.300,0.310,10846,-0.949850
2,3,0.300,0.310,10847,-0.946479
2,3,0.300,0.310,10848,-0.944726
2,3,0.300,0.310,10849,-0.949974
2,3,0.300,0.310,10850,-0.948971
2,3,0.300,0.310,10851,-0.943502
2,3,0.300,0.310,10852,-0.947984
2,3,0.300,0.310,10853,-0.951129
2,3,0.300,0.310,10854,-0.945962
2,3,0.300,0.310,10855,-0.947019
2,3,0.300,0.310,10856,-0.951576
2,3,0.300,0.310,10857,-0.950284
2,3,0.300,0.310,10858,-0.949068
2,3,0.300,0.310,10859,-0.951066
2,3,0.300,0.310,10860,-0.953807
2,3,0.300,0.310,10861,-0.953986
2,3,0.300,0.310,10862,-0.951578
2,3,0.300,0.310,10863,-0.954652
2,3,0.300,0.310,10864,-0.959060
2,3,0.300,0.310,10865,-0.955010
2,3,0.300,0.310,10866,-0.954482
2,3,0.300,0.310,10867,-0.961108
2,3,0.300,0.310,10868,-0.960085
2,3,0.300,0.310,10869,-0.956246
2,3,0.300,0.310,10870,-0.960370
2,3,0.300,0.310,10871,-0.963335
2,3,0.300,0.310,10872,-0.960672
2,3,0.300,0.310,10873,-0.960109
2,3,0.300,0.310,10874,-0.963075
2,3,0.300,0.310,10875,-0.965137
2,3,0.300,0.310,10876,-0.963041
2,3,0.300,0.310,10877,-0.961763
2,3,0.300,0.310,10878,-0.966463
2,3,0.300,0.310,10879,-0.967758
2,3,0.300,0.310,10880,-0.963073
2,3,0.300,0.310,10881,-0.965257
2,3,0.300,0.310,10882,-0.970317
2,3,0.300,0.310,10883,-0.967329
2,3,0.300,0.310,10884,-0.965347
2,3,0.300,0.310,10885,-0.969444
2,3,0.300,0.310,10886,-0.970953
2,3,0.300,0.310,10887,-0.968735
2,3,0.300,0.310,10888,-0.968221
2,3,0.300,0.310,10889,-0.971198
2,3,0.300,0.310,10890,-0.972924
2,3,0.300,0.310,10891,-0.969703
2,3,0.300,0.310,10892,-0.969540
2,3,0.300,0.310,10893,-0.974464
2,3,0.300,0.310,10894,-0.973063
2,3,0.300,0.310,10895,-0.968940
2,3,0.300,0.310,10896,-0.972939
2,3,0.300,0.310,10897,-0.975297
2,3,0.300,0.310,10898,-0.970565
2,3,0.300,0.310,10899,-0.970667
2,3,0.300,0.310,10900,-0.974464
2,3,0.300,0.310,10901,-0.973096
2,3,0.300,0.310,10902,-0.970428
2,3,0.300,0.310,10903,-0.971590
2,3,0.300,0.310,10904,-0.974043
2,3,0.300,0.310,10905,-0.972699
2,3,0.300,0.310,10906,-0.969708
2,3,0.300,0.310,10907,-0.972483
2,3,0.300,0.310,10908,-0.975274
2,3,0.300,0.310,10909,-0.970880
2,3,0.300,0.310,10910,-0.970356
2,3,0.300,0.310,10911,-0.975650
2,3,0.300,0.310,10912,-0.974286
2,3,0.300,0.310,10913,-0.970496
2,3,0.300,0.310,10914,-0.973710
2,3,0.300,0.310,10915,-0.976596
2,3,0.300,0.310,10916,-0.973852
2,3,0.300,0.310,10917,-0.972557
2,3,0.300,0.310,10918,-0.975881
2,3,0.300,0.310,10919,-0.977845
2,3,0.300,0.310,10920,-0.975059
2,3,0.300,0.310,10921,-0.974428
2,3,0.300,0.310,10922,-0.979168
2,3,0.300,0.310,10923,-0.979700
2,3,0.300,0.310,10924,-0.975775
2,3,0.300,0.310,10925,-0.978215
2,3,0.300,0.310,10926,-0.982454
2,3,0.300,0.310,10927,-0.980066
2,3,0.300,0.310,10928,-0.978414
2,3,0.300,0.310,10929,-0.982018
2,3,0.300,0.310,10930,-0.983823
2,3,0.300,0.310,10931,-0.981474
2,3,0.300,0.310,10932,-0.980927
2,3,0.300,0.310,10933,-0.984397
2,3,0.300,0.310,10934,-0.985274
2,3,0.300,0.310,10935,-0.981914
2,3,0.300,0.310,10936,-0.982683
2,3,0.300,0.310,10937,-0.986584
2,3,0.300,0.310,10938,-0.984687
2,3,0.300,0.310,10939,-0.981398
2,3,0.300,0.310,10940,-0.984575
2,3,0.300,0.310,10941,-0.986388
2,3,0.300,0.310,10942,-0.982045
2,3,0.300,0.310,10943,-0.981437
2,3,0.300,0.310,10944,-0.984996
2,3,0.300,0.310,10945,-0.983634
2,3,0.300,0.310,10946,-0.980124
2,3,0.300,0.310,10947,-0.981351
2,3,0.300,0.310,10948,-0.983820
2,3,0.300,0.310,10949,-0.981351
2,3,0.300,0.310,10950,-0.978512
2,3,0.300,0.310,10951,-0.981486
2,3,0.300,0.310,10952,-0.983132
2,3,0.300,0.310,10953,-0.978834
2,3,0.300,0.310,10954,-0.978625
2,3,0.300,0.310,10955,-0.982985
2,3,0.300,0.310,10956,-0.981546
2,3,0.300,0.310,10957,-0.978062
2,3,0.300,0.310,10958,-0.980605
2,3,0.300,0.310,10959,-0.983472
2,3,0.300,0.310,10960,-0.980746
2,3,0.300,0.310,10961,-0.978942
2,3,0.300,0.310,10962,-0.982520
2,3,0.300,0.310,10963,-0.984147
2,3,0.300,0.310,10964,-0.980757
2,3,0.300,0.310,10965,-0.980631
2,3,0.300,0.310,10966,-0.984880
2,3,0.300,0.310,10967,-0.984342
2,3,0.300,0.310,10968,-0.980988
2,3,0.300,0.310,10969,-0.983140
2,3,0.300,0.310,10970,-0.986043
2,3,0.300,0.310,10971,-0.983702
2,3,0.300,0.310,10972,-0.981845
2,3,0.300,0.310,10973,-0.984671
2,3,0.300,0.310,10974,-0.986155
2,3,0.300,0.310,10975,-0.983148
2,3,0.300,0.310,10976,-0.982490
2,3,0.300,0.310,10977,-0.986111
2,3,0.300,0.310,10978,-0.985985
2,3,0.300,0.310,10979,-0.982734
2,3,0.300,0.310,10980,-0.984303
2,3,0.300,0.310,10981,-0.987344
2,3,0.300,0.310,10982,-0.985364
2,3,0.300,0.310,10983,-0.983131
2,3,0.300,0.310,10984,-0.986005
2,3,0.300,0.310,10985,-0.987678
2,3,0.300,0.310,10986,-0.983857
2,3,0.300,0.310,10987,-0.983312
2,3,0.300,0.310,10988,-0.987171
2,3,0.300,0.310,10989,-0.985886
2,3,0.300,0.310,10990,-0.982050
2,3,0.300,0.310,10991,-0.983809
2,3,0.300,0.310,10992,-0.986391
2,3,0.300,0.310,10993,-0.983190
2,3,0.300,0.310,10994,-0.980899
2,3,0.300,0.310,10995,-0.984086
2,3,0.300,0.310,10996,-0.984848
2,3,0.300,0.310,10997,-0.980884
2,3,0.300,0.310,10998,-0.981040
2,3,0.300,0.310,10999,-0.984514
2,3,0.300,0.310,11000,-0.983022
2,3,0.300,0.310,11001,-0.979837
2,3,0.300,0.310,11002,-0.981647
2,3,0.300,0.310,11003,-0.984258
2,3,0.300,0.310,11004,-0.981336
2,3,0.300,0.310,11005,-0.978996
2,3,0.300,0.310,11006,-0.982372
2,3,0.300,0.310,11007,-0.983041
2,3,0.300,0.310,11008,-0.978891
2,3,0.300,0.310,11009,-0.978971
2,3,0.300,0.310,11010,-0.981968
2,3,0.300,0.310,11011,-0.979983
2,3,0.300,0.310,11012,-0.976900
2,3,0.300,0.310,11013,-0.978236
2,3,0.300,0.310,11014,-0.979682
2,3,0.300,0.310,11015,-0.977159
2,3,0.300,0.310,11016,-0.974896
2,3,0.300,0.310,11017,-0.977146
2,3,0.300,0.310,11018,-0.978411
2,3,0.300,0.310,11019,-0.975049
2,3,0.300,0.310,11020,-0.974781
2,3,0.300,0.310,11021,-0.978717
2,3,0.300,0.310,11022,-0.978026
2,3,0.300,0.310,11023,-0.975460
2,3,0.300,0.310,11024,-0.978230
2,3,0.300,0.310,11025,-0.980829
2,3,0.300,0.310,11026,-0.979004
2,3,0.300,0.310,11027,-0.978063
2,3,0.300,0.310,11028,-0.981188
2,3,0.300,0.310,11029,-0.982908
2,3,0.300,0.310,11030,-0.979687
2,3,0.300,0.310,11031,-0.979544
2,3,0.300,0.310,11032,-0.983709
2,3,0.300,0.310,11033,-0.982558
2,3,0.300,0.310,11034,-0.978714
2,3,0.300,0.310,11035,-0.981012
2,3,0.300,0.310,11036,-0.983545
2,3,0.300,0.310,11037,-0.979890
2,3,0.300,0.310,11038,-0.978186
2,3,0.300,0.310,11039,-0.981373
2,3,0.300,0.310,11040,-0.981274
2,3,0.300,0.310,11041,-0.977567
2,3,0.300,0.310,11042,-0.977839
2,3,0.300,0.310,11043,-0.980173
2,3,0.300,0.310,11044,-0.978392
2,3,0.300,0.310,11045,-0.975227
2,3,0.300,0.310,11046,-0.976036
2,3,0.300,0.310,11047,-0.977779
2,3,0.300,0.310,11048,-0.974154
2,3,0.300,0.310,11049,-0.971192
2,3,0.300,0.310,11050,-0.973841
2,3,0.300,0.310,11051,-0.972873
2,3,0.300,0.310,11052,-0.967891
2,3,0.300,0.310,11053,-0.967987
2,3,0.300,0.310,11054,-0.969364
2,3,0.300,0.310,11055,-0.966170
2,3,0.300,0.310,11056,-0.963429
2,3,0.300,0.310,11057,-0.964029
2,3,0.300,0.310,11058,-0.964593
2,3,0.300,0.310,11059,-0.962322
2,3,0.300,0.310,11060,-0.960205
2,3,0.300,0.310,11061,-0.962539
2,3,0.300,0.310,11062,-0.963830
2,3,0.300,0.310,11063,-0.960706
2,3,0.300,0.310,11064,-0.961560
2,3,0.300,0.310,11065,-0.966058
2,3,0.300,0.310,11066,-0.965015
2,3,0.300,0.310,11067,-0.963399
2,3,0.300,0.310,11068,-0.967480
2,3,0.300,0.310,11069,-0.969841
2,3,0.300,0.310,11070,-0.968330
2,3,0.300,0.310,11071,-0.968594
2,3,0.300,0.310,11072,-0.971964
2,3,0.300,0.310,11073,-0.973688
2,3,0.300,0.310,11074,-0.971146
2,3,0.300,0.310,11075,-0.971359
2,3,0.300,0.310,11076,-0.975569
2,3,0.300,0.310,11077,-0.974487
2,3,0.300,0.310,11078,-0.970722
2,3,0.300,0.310,11079,-0.973320
2,3,0.300,0.310,11080,-0.975520
2,3,0.300,0.310,11081,-0.971423
2,3,0.300,0.310,11082,-0.970019
2,3,0.300,0.310,11083,-0.972739
2,3,0.300,0.310,11084,-0.971501
2,3,0.300,0.310,11085,-0.967808
2,3,0.300,0.310,11086,-0.967733
2,3,0.300,0.310,11087,-0.968454
2,3,0.300,0.310,11088,-0.965884
2,3,0.300,0.310,11089,-0.962349
2,3,0.300,0.310,11090,-0.961981
2,3,0.300,0.310,11091,-0.962311
2,3,0.300,0.310,11092,-0.957617
2,3,0.300,0.310,11093,-0.954179
2,3,0.300,0.310,11094,-0.956018
2,3,0.300,0.310,11095,-0.953444
2,3,0.300,0.310,11096,-0.948165
2,3,0.300,0.310,11097,-0.948519
2,3,0.300,0.310,11098,-0.948725
2,3,0.300,0.310,11099,-0.945170
2,3,0.300,0.310,11100,-0.943345
2,3,0.300,0.310,11101,-0.943899
2,3,0.300,0.310,11102,-0.944166
2,3,0.300,0.310,11103,-0.942389
2,3,0.300,0.310,11104,-0.941172
2,3,0.300,0.310,11105,-0.944158
2,3,0.300,0.310,11106,-0.945431
2,3,0.300,0.310,11107,-0.942779
2,3,0.300,0.310,11108,-0.944882
2,3,0.300,0.310,11109,-0.949816
2,3,0.300,0.310,11110,-0.948545
2,3,0.300,0.310,11111,-0.947890
2,3,0.300,0.310,11112,-0.952863
2,3,0.300,0.310,11113,-0.954955
2,3,0.300,0.310,11114,-0.953806
2,3,0.300,0.310,11115,-0.955049
2,3,0.300,0.310,11116,-0.958406
2,3,0.300,0.310,11117,-0.959911
2,3,0.300,0.310,11118,-0.957928
2,3,0.300,0.310,11119,-0.958270
2,3,0.300,0.310,11120,-0.962181
2,3,0.300,0.310,11121,-0.960904
2,3,0.300,0.310,11122,-0.957083
2,3,0.300,0.310,11123,-0.959477
2,3,0.300,0.310,11124,-0.960813
2,3,0.300,0.310,11125,-0.956075
2,3,0.300,0.310,11126,-0.954598
2,3,0.300,0.310,11127,-0.956201
2,3,0.300,0.310,11128,-0.953382
2,3,0.300,0.310,11129,-0.949427
2,3,0.300,0.310,11130,-0.948616
2,3,0.300,0.310,11131,-0.947515
2,3,0.300,0.310,11132,-0.943881
2,3,0.300,0.310,11133,-0.939918
2,3,0.300,0.310,11134,-0.938674
2,3,0.300,0.310,11135,-0.937772
2,3,0.300,0.310,11136,-0.932476
2,3,0.300,0.310,11137,-0.929236
2,3,0.300,0.310,11138,-0.930664
2,3,0.300,0.310,11139,-0.927291
2,3,0.300,0.310,11140,-0.922664
2,3,0.300,0.310,11141,-0.923860
2,3,0.300,0.310,11142,-0.923549
2,3,0.300,0.310,11143,-0.920030
2,3,0.300,0.310,11144,-0.919446
2,3,0.300,0.310,11145,-0.920626
2,3,0.300,0.310,11146,-0.920782
2,3,0.300,0.310,11147,-0.919345
2,3,0.300,0.310,11148,-0.919241
2,3,0.300,0.310,11149,-0.922714
2,3,0.300,0.310,11150,-0.923829
2,3,0.300,0.310,11151,-0.921694
2,3,0.300,0.310,11152,-0.924648
2,3,0.300,0.310,11153,-0.929538
2,3,0.300,0.310,11154,-0.928148
2,3,0.300,0.310,11155,-0.928260
2,3,0.300,0.310,11156,-0.933587
2,3,0.300,0.310,11157,-0.935277
2,3,0.300,0.310,11158,-0.934219
2,3,0.300,0.310,11159,-0.936052
2,3,0.300,0.310,11160,-0.939056
2,3,0.300,0.310,11161,-0.939988
2,3,0.300,0.310,11162,-0.938211
2,3,0.300,0.310,11163,-0.938354
2,3,0.300,0.310,11164,-0.941362
2,3,0.300,0.310,11165,-0.939426
2,3,0.300,0.310,11166,-0.935403
2,3,0.300,0.310,11167,-0.937018
2,3,0.300,0.310,11168,-0.936836
2,3,0.300,0.310,11169,-0.931294
2,3,0.300,0.310,11170,-0.929584
2,3,0.300,0.310,11171,-0.929709
2,3,0.300,0.310,11172,-0.925335
2,3,0.300,0.310,11173,-0.921200
2,3,0.300,0.310,11174,-0.919829
2,3,0.300,0.310,11175,-0.917473
2,3,0.300,0.310,11176,-0.913307
2,3,0.300,0.310,11177,-0.909647
2,3,0.300,0.310,11178,-0.908285
2,3,0.300,0.310,11179,-0.906703
2,3,0.300,0.310,11180,-0.901820
2,3,0.300,0.310,11181,-0.899728
2,3,0.300,0.310,11182,-0.901141
2,3,0.300,0.310,11183,-0.897463
2,3,0.300,0.310,11184,-0.893864
2,3,0.300,0.310,11185,-0.896160
2,3,0.300,0.310,11186,-0.895648
2,3,0.300,0.310,11187,-0.892155
2,3,0.300,0.310,11188,-0.892535
2,3,0.300,0.310,11189,-0.894322
2,3,0.300,0.310,11190,-0.894173
2,3,0.300,0.310,11191,-0.892909
2,3,0.300,0.310,11192,-0.893629
2,3,0.300,0.310,11193,-0.896991
2,3,0.300,0.310,11194,-0.897651
2,3,0.300,0.310,11195,-0.895955
2,3,0.300,0.310,11196,-0.899213
2,3,0.300,0.310,11197,-0.903496
2,3,0.300,0.310,11198,-0.901902
2,3,0.300,0.310,11199,-0.902261
2,3,0.300,0.310,11200,-0.907350
2,3,0.300,0.310,11201,-0.908338
2,3,0.300,0.310,11202,-0.906920
2,3,0.300,0.310,11203,-0.908802
2,3,0.300,0.310,11204,-0.911001
2,3,0.300,0.310,11205,-0.910807
2,3,0.300,0.310,11206,-0.908850
2,3,0.300,0.310,11207,-0.908620
2,3,0.300,0.310,11208,-0.910076
2,3,0.300,0.310,11209,-0.907077
2,3,0.300,0.310,11210,-0.903015
2,3,0.300,0.310,11211,-0.903743
2,3,0.300,0.310,11212,-0.901951
2,3,0.300,0.310,11213,-0.896045
2,3,0.300,0.310,11214,-0.894459
2,3,0.300,0.310,11215,-0.893607
2,3,0.300,0.310,11216,-0.888633
2,3,0.300,0.310,11217,-0.885064
2,3,0.300,0.310,11218,-0.884001
2,3,0.300,0.310,11219,-0.881236
2,3,0.300,0.310,11220,-0.877191
2,3,0.300,0.310,11221,-0.874899
2,3,0.300,0.310,11222,-0.874186
2,3,0.300,0.310,11223,-0.872005
2,3,0.300,0.310,11224,-0.868007
2,3,0.300,0.310,11225,-0.867394
2,3,0.300,0.310,11226,-0.868733
2,3,0.300,0.310,11227,-0.864854
2,3,0.300,0.310,11228,-0.862126
2,3,0.300,0.310,11229,-0.864952
2,3,0.300,0.310,11230,-0.864146
2,3,0.300,0.310,11231,-0.860571
2,3,0.300,0.310,11232,-0.861373
2,3,0.300,0.310,11233,-0.863283
2,3,0.300,0.310,11234,-0.862365
2,3,0.300,0.310,11235,-0.860908
2,3,0.300,0.310,11236,-0.862007
2,3,0.300,0.310,11237,-0.864592
2,3,0.300,0.310,11238,-0.864248
2,3,0.300,0.310,11239,-0.862686
2,3,0.300,0.310,11240,-0.865514
2,3,0.300,0.310,11241,-0.868509
2,3,0.300,0.310,11242,-0.866401
2,3,0.300,0.310,11243,-0.866365
2,3,0.300,0.310,11244,-0.870495
2,3,0.300,0.310,11245,-0.870324
2,3,0.300,0.310,11246,-0.868112
2,3,0.300,0.310,11247,-0.869684
2,3,0.300,0.310,11248,-0.870866
2,3,0.300,0.310,11249,-0.869092
2,3,0.300,0.310,11250,-0.866972
2,3,0.300,0.310,11251,-0.866793
2,3,0.300,0.310,11252,-0.866737
2,3,0.300,0.310,11253,-0.863129
2,3,0.300,0.310,11254,-0.859882
2,3,0.300,0.310,11255,-0.860310
2,3,0.300,0.310,11256,-0.857881
2,3,0.300,0.310,11257,-0.852881
2,3,0.300,0.310,11258,-0.852193
2,3,0.300,0.310,11259,-0.851366
2,3,0.300,0.310,11260,-0.846697
2,3,0.300,0.310,11261,-0.844346
2,3,0.300,0.310,11262,-0.844541
2,3,0.300,0.310,11263,-0.841768
2,3,0.300,0.310,11264,-0.837764
2,3,0.300,0.310,11265,-0.837303
2,3,0.300,0.310,11266,-0.837275
2,3,0.300,0.310,11267,-0.834252
2,3,0.300,0.310,11268,-0.831177
2,3,0.300,0.310,11269,-0.831526
2,3,0.300,0.310,11270,-0.832110
2,3,0.300,0.310,11271,-0.828084
2,3,0.300,0.310,11272,-0.825838
2,3,0.300,0.310,11273,-0.828275
2,3,0.300,0.310,11274,-0.826885
2,3,0.300,0.310,11275,-0.822785
2,3,0.300,0.310,11276,-0.823275
2,3,0.300,0.310,11277,-0.824749
2,3,0.300,0.310,11278,-0.822416
2,3,0.300,0.310,11279,-0.820033
2,3,0.300,0.310,11280,-0.820969
2,3,0.300,0.310,11281,-0.821949
2,3,0.300,0.310,11282,-0.819850
2,3,0.300,0.310,11283,-0.818047
2,3,0.300,0.310,11284,-0.819622
2,3,0.300,0.310,11285,-0.820537
2,3,0.300,0.310,11286,-0.817592
2,3,0.300,0.310,11287,-0.816835
2,3,0.300,0.310,11288,-0.819657
2,3,0.300,0.310,11289,-0.818248
2,3,0.300,0.310,11290,-0.815256
2,3,0.300,0.310,11291,-0.816934
2,3,0.300,0.310,11292,-0.817737
2,3,0.300,0.310,11293,-0.814860
2,3,0.300,0.310,11294,-0.813668
2,3,0.300,0.310,11295,-0.814678
2,3,0.300,0.310,11296,-0.813954
2,3,0.300,0.310,11297,-0.811194
2,3,0.300,0.310,11298,-0.810130
2,3,0.300,0.310,11299,-0.810982
2,3,0.300,0.310,11300,-0.808961
2,3,0.300,0.310,11301,-0.805752
2,3,0.300,0.310,11302,-0.806485
2,3,0.300,0.310,11303,-0.806339
2,3,0.300,0.310,11304,-0.802091
2,3,0.300,0.310,11305,-0.800771
2,3,0.300,0.310,11306,-0.802435
2,3,0.300,0.310,11307,-0.799492
2,3,0.300,0.310,11308,-0.795284
2,3,0.300,0.310,11309,-0.796356
2,3,0.300,0.310,11310,-0.796280
2,3,0.300,0.310,11311,-0.791984
2,3,0.300,0.310,11312,-0.789711
2,3,0.300,0.310,11313,-0.790213
2,3,0.300,0.310,11314,-0.789173
2,3,0.300,0.310,11315,-0.784872
2,3,0.300,0.310,11316,-0.782354
2,3,0.300,0.310,11317,-0.783477
2,3,0.300,0.310,11318,-0.781063
2,3,0.300,0.310,11319,-0.775695
2,3,0.300,0.310,11320,-0.774911
2,3,0.300,0.310,11321,-0.775306
2,3,0.300,0.310,11322,-0.770752
2,3,0.300,0.310,11323,-0.766655
2,3,0.300,0.310,11324,-0.766995
2,3,0.300,0.310,11325,-0.765501
2,3,0.300,0.310,11326,-0.761005
2,3,0.300,0.310,11327,-0.758892
2,3,0.300,0.310,11328,-0.759008
2,3,0.300,0.310,11329,-0.757688
2,3,0.300,0.310,11330,-0.754257
2,3,0.300,0.310,11331,-0.753327
2,3,0.300,0.310,11332,-0.755583
2,3,0.300,0.310,11333,-0.753990
2,3,0.300,0.310,11334,-0.751336
2,3,0.300,0.310,11335,-0.754586
2,3,0.300,0.310,11336,-0.756305
2,3,0.300,0.310,11337,-0.753506
2,3,0.300,0.310,11338,-0.754966
2,3,0.300,0.310,11339,-0.758346
2,3,0.300,0.310,11340,-0.757508
